study,pubmed.id,country,authors,title,publication,doi,email,year,Study,UniqueStudy,Etiology,lingual,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,Handedness,MRI Machine,Coils,MRI Tesla,Flip Angle,Repitition Time(ms),Echo Time (ms),Inversion Time (ms) ,NumberExcitations(NEX),AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,FWHM,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,SummaryLeaning,MeanControl,SDControl,MeanHL,SDHL,Z score,F test,t-value,P-value,ClusterSize,DoubleChecked,References,ScopusCitations
Amaral et al. Eur J Neurosci,27421820,China,"Amaral L, Ganho-Ávila A, Osório A, Soares MJ, He D, Chen Q, Mahon BZ, Gonçalves OF, Sampaio A, Fang F, Bi Y, Almeida J.",Hemispheric asymmetries in subcortical visual and auditory relay structures in congenital deafness.,Eur J Neurosci. 2016 Sep;44(6):2334-9.,https://doi.org/10.1111/ejn.13340,Jorge Almeida: jorgealmeida@fpce.uc.pt ,2016,21,12,congenital,Prelingual,bilateral,profound,15,2,13,20.4,,17,22,90,,90,,,90,,,CSL,16,3,13,20.1,,,,Right,Siemens Trio,,3,7,2530,3.39,,,256,256,144,1.33,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,thalmus,IC,left,Thickness,GM+WM,,,decrease,0.8378,0.3864,,0.193,0.034,0.168,0.025,,,-2.26,0.05,,y,y,y
Amaral et al. Eur J Neurosci,27421820,China,"Amaral L, Ganho-Ávila A, Osório A, Soares MJ, He D, Chen Q, Mahon BZ, Gonçalves OF, Sampaio A, Fang F, Bi Y, Almeida J.",Hemispheric asymmetries in subcortical visual and auditory relay structures in congenital deafness.,Eur J Neurosci. 2016 Sep;44(6):2334-9.,https://doi.org/10.1111/ejn.13340,Jorge Almeida: jorgealmeida@fpce.uc.pt ,2016,21,12,congenital,Prelingual,bilateral,profound,15,2,13,20.4,,17,22,90,,90,,,90,,,CSL,16,3,13,20.1,,,,Right,Siemens Trio,,3,7,2530,3.39,,,256,256,144,1.33,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,thalmus,IC,right,Thickness,GM+WM,,,decrease,0.2365,0.1174,,0.194,0.04,0.185,0.036,,,-0.687,,,y,y,y
Amaral et al. Eur J Neurosci,27421820,China,"Amaral L, Ganho-Ávila A, Osório A, Soares MJ, He D, Chen Q, Mahon BZ, Gonçalves OF, Sampaio A, Fang F, Bi Y, Almeida J.",Hemispheric asymmetries in subcortical visual and auditory relay structures in congenital deafness.,Eur J Neurosci. 2016 Sep;44(6):2334-9.,https://doi.org/10.1111/ejn.13340,Jorge Almeida: jorgealmeida@fpce.uc.pt ,2016,21,12,congenital,Prelingual,bilateral,profound,15,2,13,20.4,,17,22,90,,90,,,90,,,CSL,16,3,13,20.1,,,,Right,Siemens Trio,,3,7,2530,3.39,,,256,256,144,1.33,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,thalmus,IC,asymmetry,asymmetry,GM+WM,rightward,rightward,increase,2.6882851812,0.8023167362,increased rightward leaning,-0.0051679587,0.037,-0.0963172805,0.0305,,,,,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,frontal,frontal,bilateral,FA,WM,,,decrease,0.381,0.1871,,0.3458,0.0202,0.3371,0.0252,,,,0.0128,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,frontal,frontal,bilateral,MD,WM,,,increase,2,0.7071,,0.0009,0.0001,0.0011,0.0001,,,,0.001,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,frontal,frontal,bilateral,RD,WM,,,increase,2,0.7071,,0.0007,0.0001,0.0009,0.0001,,,,0.001,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,frontal,precentral gyrus,bilateral,FA,WM,,,increase,0.4967,0.241,,0.3954,0.0666,0.4251,0.0521,,,,0.3942,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,frontal,precentral gyrus,bilateral,MD,WM,,,same,0,0,,0.0008,0.0002,0.0008,0.0001,,,,0.001,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,frontal,precentral gyrus,bilateral,RD,WM,,,same,0,0,,0.0006,0.0002,0.0006,0.0001,,,,0.001,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,parietal,postcentral gyrus,bilateral,FA,WM,,,increase,0.5184,0.2509,,0.4135,0.0479,0.4338,0.0278,,,,0.0696,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,parietal,postcentral gyrus,bilateral,MD,WM,,,decrease,1.4142,0.5773,,0.0008,0.0001,0.0007,0,,,,0.001,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,parietal,postcentral gyrus,bilateral,RD,WM,,,same,0,0,,0.0006,0.0001,0.0006,0,,,,0.001,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,temporal lobe,temporal,bilateral,FA,WM,,,increase,0.386,0.1895,,0.2966,0.0249,0.3093,0.0393,,,,0.3614,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,temporal lobe,temporal,bilateral,MD,WM,,,same,0,0,,0.0012,0.0002,0.0012,0.0002,,,,0.0392,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,temporal lobe,temporal,bilateral,RD,WM,,,same,0,0,,0.001,0.0002,0.001,0.0002,,,,0.039,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,parietal,parietal lobe,bilateral,FA,WM,,,increase,0.2457,0.1219,,0.3468,0.0283,0.3556,0.042,,,,0.369,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,parietal,parietal lobe,bilateral,MD,WM,,,increase,0.6325,0.3015,,0.0008,0.0001,0.0009,0.0002,,,,0.001,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,parietal,parietal lobe,bilateral,RD,WM,,,same,0,0,,0.0007,0.0001,0.0007,0.0002,,,,0.001,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,occipital,occipital,bilateral,FA,WM,,,decrease,0.0518,0.0259,,0.2767,0.0501,0.2744,0.0379,,,,0.1125,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,occipital,occipital,bilateral,MD,WM,,,increase,1,0.4472,,0.0011,0.0002,0.0013,0.0002,,,,0.1125,,y,y,y
Lyness et al. Neuroimage,24907483,UK,"Lyness RC, Alvarez I, Sereno MI, MacSweeney M.",Microstructural differences in the thalamus and thalamic radiations in the congenitally deaf.,Neuroimage. 2014 Oct 15;100:347-57.,https://doi.org/10.1016/j.neuroimage.2014.05.077,c.rebeccalyness@gmail.com,2014,22,13,congenital,Prelingual,bilateral,profound,13,6,7,17.29,4.68,,,,,,,,,,,BSL,13,3,10,,,,,Right,Siemens Avanto,32,1.5,,7500,104,,,,,46,1,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,occipital,occipital,bilateral,RD,WM,,,increase,1,0.4472,,0.001,0.0002,0.0012,0.0002,,,,0.0078,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,BA41,temporal lobe,HG,bilateral,FA,WM,,,decrease,1.3086,0.5475,,,,,,,20.9,,0.001,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,BA41,temporal lobe,HG,bilateral,RD,WM,,,increase,1.1086,0.4848,,,,,,,15,,0.001,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,BA41,temporal lobe,HG,bilateral,AD,WM,,,same,0.4677,0.2277,,,,,,,2.67,,0.01,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,temporal lobe,pSTG,bilateral,FA,WM,,,decrease,0.7638,0.3568,,,,,,,7.12,,0.01,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,temporal lobe,pSTG,bilateral,RD,WM,,,increase,0.4875,0.2368,,,,,,,2.9,,0.1,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,temporal lobe,pSTG,bilateral,AD,WM,,,increase,0.0905,0.0452,,,,,,,0.1,,0.1,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,temporal lobe,aSTG,bilateral,FA,WM,,,decrease,0.6166,0.2946,,,,,,,4.64,,0.04,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,temporal lobe,aSTG,bilateral,RD,WM,,,same,0.1402,0.0699,,,,,,,0.24,,0.1,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,temporal lobe,aSTG,bilateral,AD,WM,,,same,0.0239,0.0119,,,,,,,0.007,,0.1,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,temporal lobe,pSTG,asymmetry,FA,WM,,rightward,increase,0.9097,0.414,,,,,,,10.1,,0.003,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,cingulate cortex,splenium of corpus callosum,bilateral,FA,WM,,,decrease,0.6553,0.3114,,,,,,,5.24,,0.03,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,cingulate cortex,splenium of corpus callosum,bilateral,RD,WM,,,increase,0.6066,0.2902,,,,,,,4.49,,0.05,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,cingulate cortex,splenium of corpus callosum,bilateral,AD,WM,,,increase,0.3239,0.1599,,,,,,,1.28,,0.1,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,BA41,temporal lobe,HG,bilateral,volume,WM,,,decrease,1.5783,0.6195,,,,,,,30.4,,0.001,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,BA41,temporal lobe,HG,asymmetry,volume,WM,leftward,leftward ,decrease,0.7332,0.3442,decreased leftward leaning,,,,,,6.56,,0.02,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,temporal lobe,aSTG,right,volume,WM,,,decrease,0.8409,0.3876,,,,,,,8.63,,0.005,,y,y,y
Karns et al. Hear Res,27473505,USA,"Karns CM, Stevens C, Dow MW, Schorr EM, Neville HJ.",Atypical white-matter microstructure in congenitally deaf adults: A region of interest and tractography study using diffusion-tensor imaging.,Hear Res. 2017 Jan;343:72-82.,https://doi.org/10.1016/j.heares.2016.07.008,ckarns@uoregon.edu,2017,23,14,congenital,Prelingual,bilateral,profound,23,6,17,28,6.71,,,90,,90,,,90,,,ASL,26,12,14,,,,,,Siemens Allegra,,3,,11,118,,,128,128,32,2,25.6,SE-EPI,SE-EPI,DTI,,60,FMRIB,,,,,temporal lobe,pSTG,bilateral,volume,WM,,,decrease,0.7156,0.3369,,,,,,,6.25,,0.02,,y,y,y
