Checked-RK,Checked-FAM,study,year,Study,UniqueStudy,Etiology,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,MRI Tesla,AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,
,,Pénicaud et al. Neuroimage,2013,29,20,congenital,bilateral,profound,23,12,11,39.2,12.3,25,61,93.3,3.71,94.09,2.31,85-95,92.52,4.69,80-95,ASL,43,21,22,37.3,11.5,25,62,1.5,256,256,170,1,,FLASH,T1,VBM,,McGill-inHouse,-4,-79,1,BA18,occipital,occipital -V1/V2,left,volume,GM,,,decrease,2.17,0.7353,
,,Pénicaud et al. Neuroimage,2013,29,20,congenital,bilateral,profound,23,12,11,39.2,12.3,25,61,93.3,3.71,94.09,2.31,85-95,92.52,4.69,80-95,ASL,43,21,22,37.3,11.5,25,62,1.5,256,256,170,1,,FLASH,T1,VBM,,McGill-inHouse,-23,-85,24,BA19,occipital,occipital -V3a/V7,left,volume,GM,,,decrease,1.86,0.681,
,,Pénicaud et al. Neuroimage,2013,29,20,congenital,bilateral,profound,23,12,11,39.2,12.3,25,61,93.3,3.71,94.09,2.31,85-95,92.52,4.69,80-95,ASL,43,21,22,37.3,11.5,25,62,1.5,256,256,170,1,,FLASH,T1,VBM,,McGill-inHouse,-24,-85,25,BA19,occipital,occipital -V3a/V7,left,volume,WM,,,increase,1.2503,0.53,
,,Pénicaud et al. Neuroimage,2013,29,20,congenital,bilateral,profound,23,12,11,39.2,12.3,25,61,93.3,3.71,94.09,2.31,85-95,92.52,4.69,80-95,ASL,43,21,22,37.3,11.5,25,62,1.5,256,256,170,1,,FLASH,T1,VBM,,McGill-inHouse,57,-3,2,BA41,temporal lobe,HG,right,volume,WM,,,decrease,1.2916,0.5425,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IAC,bilateral,Mean Kurtosis,WM,,,decrease,0.4895,0.2377,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IC,bilateral,Mean Kurtosis,WM,,,decrease,0.5388,0.2601,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,LL,bilateral,Mean Kurtosis,WM,,,decrease,0.9357,0.4238,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IAC,bilateral,Axial Kurtosis,WM,,,decrease,0.0905,0.0452,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IC,bilateral,Axial Kurtosis,WM,,,decrease,0.3771,0.1853,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,LL,bilateral,Axial Kurtosis,WM,,,decrease,0.1104,0.0551,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IAC,bilateral,Radial Kurtosis,WM,,,decrease,1.0775,0.4743,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IC,bilateral,Radial Kurtosis,WM,,,decrease,1.3176,0.5501,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,LL,bilateral,Radial Kurtosis,WM,,,decrease,1.9999,0.7071,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IAC,bilateral,FA,WM,,,decrease,2.9999,0.8321,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,LL,bilateral,FA,WM,,,decrease,1.3242,0.5521,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IC,bilateral,FA,WM,,,decrease,0.718,0.3379,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IAC,bilateral,AD,WM,,,decrease,0.1289,0.0653,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IC,bilateral,AD,WM,,,decrease,0.0579,0.029,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,LL,bilateral,AD,WM,,,decrease,0.08,0.04,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IAC,bilateral,RD,WM,,,increase,2.4444,0.774,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,IC,bilateral,RD,WM,,,increase,9.8058,0.9798,
,,Chinnadurai et al. Magn Reson Imaging,2016,30,21,congenital,bilateral,severe/profound,25,15,10,8.58,11.9,0.166,17,,,,,,,,,India,25,10,15,8.58,11.9,0.166,17,1.5,128,128,26,2,,DKI  ,SE-EPI,DTI,30,In-house,,,,,thalmus,LL,bilateral,RD,WM,,,increase,5.9633,0.9481,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,corpus callosum (maximum length),bilateral,length,WM,,,increase,0.0294,0.0147,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,corpus callosum (anterior thickness),bilateral,Thickness,WM,,,decrease,0.1048,0.0523,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,corpus callosum (middle thickness),bilateral,Thickness,WM,,,decrease,0.1946,0.0969,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,corpus callosum (posterior thickness),bilateral,Thickness,WM,,,decrease,0.3834,0.1883,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,corpus callosum genu,bilateral,Thickness,WM,,,increase,0.0506,0.0253,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,splenium of corpus callosum,bilateral,Thickness,WM,,,decrease,0.7035,0.3318,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,corpus callosum (anterior area),bilateral,volume,WM,,,decrease,0.3454,0.1702,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,corpus callosum (middle area),bilateral,volume,WM,,,increase,0.1498,0.0747,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,corpus callosum (posterior area),bilateral,volume,WM,,,decrease,0.3949,0.1937,
,,Kara et al. J Neuroradiol,2006,31,22,congenital,bilateral,profound,18,18,,41.2,7.5,28,56,90,,90,,,90,,,FSL,18,18,,36.4,7.1,,,1.5,,,,2.5,,RARE,T1,VBM,,Manual,,,,,corpus callosum,corpus callosum (total area),bilateral,volume,WM,,,decrease,0.2029,0.1009,
,,Xia et al. Chin J Rad,2008,32,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,200,200,20,5,,DKI  ,SE-EPI,DTI,,in-house,,,,,temporal lobe,HG,left,ADC,WM,,,increase,0.3111,0.1537,
,,Xia et al. Chin J Rad,2008,32,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,200,200,20,5,,DKI  ,SE-EPI,DTI,,in-house,,,,,temporal lobe,HG,right,ADC,WM,,,increase,0.4757,0.2314,
,,Xia et al. Chin J Rad,2008,32,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,200,200,20,5,,DKI  ,SE-EPI,DTI,,in-house,,,,,temporal lobe,HG,asymmetry,ADC,WM,,,increase,0.0622,0.0311,
,,Xia et al. Chin J Rad,2008,32,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,200,200,20,5,,DKI  ,SE-EPI,DTI,,in-house,,,,,temporal lobe,HG,left,ADC,WM,,,increase,0.4949,0.2402,
,,Xia et al. Chin J Rad,2008,32,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,200,200,20,5,,DKI  ,SE-EPI,DTI,,in-house,,,,,temporal lobe,HG,right,ADC,WM,,,increase,0.8465,0.3898,
,,Xia et al. Chin J Rad,2008,32,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,200,200,20,5,,DKI  ,SE-EPI,DTI,,in-house,,,,,temporal lobe,HG,asymmetry,ADC,WM,,,increase,0.0869,0.0434,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,left,volume,GM,,,decrease,0.2848,0.141,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,left,volume,WM,,,decrease,0.6488,0.3086,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,left,volume,GM+WM,,,decrease,0.4789,0.2329,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,left,volume,GM/WM,,,increase,1.5689,0.6172,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,right,volume,GM,,,decrease,0.3971,0.1947,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,right,volume,WM,,,decrease,0.3548,0.1747,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,right,volume,GM+WM,,,decrease,3.958,0.8925,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,right,volume,GM/WM,,,decrease,0.4573,0.2229,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,left,volume,GM,,,decrease,0.3848,0.1889,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,left,volume,WM,,,decrease,0.338,0.1666,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,left,volume,GM+WM,,,decrease,0.3616,0.1779,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,left,volume,GM/WM,,,decrease,0.1425,0.0711,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,right,volume,GM,,,decrease,0.0391,0.0196,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,right,volume,WM,,,decrease,0.1133,0.0565,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,right,volume,GM+WM,,,decrease,0.0752,0.0376,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,right,volume,GM/WM,,,increase,0.0908,0.0454,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,left,volume,GM,,,decrease,0.5367,0.2592,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,left,volume,WM,,,decrease,0.1656,0.0825,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,left,volume,GM+WM,,,decrease,0.4107,0.2012,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,left,volume,GM/WM,,,decrease,2.0008,0.7072,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,right,volume,GM,,,decrease,2.9771,0.8211,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,right,volume,WM,,,increase,0.1749,0.0871,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,right,volume,GM+WM,,,decrease,0.3578,0.1761,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,11,9,,,9,12,75,,75,,,75,,,CSL,20,,,,,9,12,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,right,volume,GM/WM,,,decrease,1.273,0.5369,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,left,volume,GM,,,decrease,0.0834,0.0417,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,left,volume,WM,,,decrease,1.3915,0.5711,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,left,volume,GM+WM,,,increase,1.0208,0.5711,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,left,volume,GM/WM,,,same,0,0,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,right,volume,GM,,,decrease,0.3611,0.1777,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,right,volume,WM,,,decrease,0.0542,0.0271,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,right,volume,GM+WM,,,decrease,0.3564,0.1754,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,right,volume,GM/WM,,,decrease,0.2857,0.1414,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,left,volume,GM,,,increase,0.6094,0.2915,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,left,volume,WM,,,increase,1.3321,0.5543,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,left,volume,GM+WM,,,increase,0.7512,0.3516,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,left,volume,GM/WM,,,decrease,0.6428,0.306,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,right,volume,GM,,,decrease,0.1346,0.0671,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,right,volume,WM,,,increase,0.1564,0.078,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,right,volume,GM+WM,,,decrease,0.0819,0.0409,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,STG,right,volume,GM/WM,,,decrease,0.3394,0.1673,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,left,volume,GM,,,decrease,0.6333,0.3019,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,left,volume,WM,,,decrease,0.122,0.0609,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,left,volume,GM+WM,,,decrease,0.4595,0.2218,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,left,volume,GM/WM,,,decrease,1.3216,0.5513,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,right,volume,GM,,,decrease,0.1507,0.0751,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,right,volume,WM,,,increase,0.3882,0.1906,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,right,volume,GM+WM,,,decrease,0.1367,0.0661,
,,Xia et al. Chin J Med Img Tech,2008,33,23,congenital,bilateral,severe,20,9,11,,,19,22,75,,75,,,75,,,CSL,20,,,,,19,22,1.5,128,256,20,3,24,T1,T1,VBM,,in-house,,,,,temporal lobe,HG,right,volume,GM/WM,,,decrease,0.8576,0.3941,
,,Benetti et al. Neuroimage,2018,34,24,congenital,bilateral,profound,14,7,7,32.79,7.21,,,,,,,,,,,ISL,15,5,10,34.07,5.97,,,4,112,112,37,2.29,10,SE-EPI,SE-EPI,DTI,60,FMRIB,,,,,temporal lobe,V2/3-posterior superior temporal sulcus-STG,right,FA,WM,,,decrease,3.721,0.8808,
